saks.com	Orientation, Motion	Canvas	saksfifthavenue.com	1	0.0001
xm-indonesia.com	Orientation, Motion	Canvas	xm-indonesia.com	1	0.0001
staples.com	Orientation, Motion	Canvas	staples.com	1	0.0004
rsvp.com.au	Orientation		rsvp.com.au	1	0.0
openprocessing.org	Orientation, Motion		openprocessing.org	1	0.0
buffalowildwings.com	Orientation		buffalowildwings.com	1	0.0001
xzw.com	Orientation		xzw.com	1	0.0
elnuevoherald.com	Orientation		elnuevoherald.com	1	0.0001
momento360.com	Orientation		iith.ac.in	1	0.0
billabong.com	Orientation, Motion	Canvas	billabong.com	1	0.0
worldmarktheclub.com	Orientation, Motion		worldmarktheclub.com	1	0.0
cinematrix.net	Orientation		cinematrix.net	1	0.0
pcoptimum.ca	Orientation	Canvas, Canvas font, AudioContext, WebRTC	pcoptimum.ca	1	0.0001
starwoodhotels.com	Orientation		starwoodhotels.com	1	0.0003
docin.com	Orientation		docin.com	1	0.0006
marcus.com	Orientation, Motion	Canvas	marcus.com	1	0.0
leancloud.cn	Orientation		leancloud.cn	1	0.0001
lordandtaylor.com	Orientation, Motion	Canvas	lordandtaylor.com	1	0.0001
audi.co.uk	Orientation, Motion		audi.co.uk	1	0.0
drsfostersmith.com	Orientation, Motion	Canvas	drsfostersmith.com	1	0.0
zalora.co.id	Orientation, Motion	Canvas	zalora.co.id	1	0.0
soccer.com	Orientation, Motion	Canvas	soccer.com	1	0.0
simmons.edu	Orientation		simmons.edu	1	0.0
anthem.com	Orientation, Motion	Canvas	anthem.com	1	0.0001
easyjet.com	Orientation, Motion	Canvas	easyjet.com	1	0.0004
autoscout24.be	Orientation		autoscout24.be	1	0.0001
quepasasalta.com.ar	Orientation		quepasasalta.com.ar	1	0.0
hautelook.com	Orientation, Motion	Canvas	hautelook.com	1	0.0001
cbk-online.com	Orientation, Light, Motion	Canvas, WebRTC	cbk-online.com	1	0.0
allrecipes.com	Orientation, Light, Motion, Proximity		allrecipes.com	1	0.0008
lq.com	Orientation, Motion	Canvas	lq.com	1	0.0
wnkhs.net	Orientation		wnkhs.net	1	0.0
adidas.com.au	Orientation, Motion	Canvas	adidas.com.au	1	0.0
oktawave.com	Orientation		conowego.pl	1	0.0
jaybirdsport.com	Orientation		jaybirdsport.com	1	0.0
charlotteobserver.com	Orientation		charlotteobserver.com	1	0.0001
groupon.de	Orientation, Motion	Canvas	groupon.de	1	0.0001
key.com	Orientation, Motion	Canvas	key.com	1	0.0001
yoox.com	Orientation, Motion	Canvas	yoox.com	1	0.0003
stubhub.com	Orientation, Motion	Canvas	stubhub.com	1	0.0005
warriorplus.com	Orientation		warriorplus.com	1	0.0001
autoscout24.ro	Orientation		autoscout24.ro	1	0.0
evowars.io	Orientation, Motion		evowars.io	1	0.0
arrow.com	Orientation, Motion	Canvas	arrow.com	1	0.0
autoscout24.ru	Orientation		autoscout24.ru	1	0.0
adidas.com	Orientation, Motion	Canvas	adidas.com	1	0.0004
dod.mil	Orientation, Light, Motion	Canvas, WebRTC	dod.mil	1	0.0
wrangler.com	Orientation, Motion	Canvas	wrangler.com	1	0.0
icubeswire.com	Orientation		icubeswire.com	1	0.0001
hollandamerica.com	Orientation, Motion	Canvas	hollandamerica.com	1	0.0
adidas.co.uk	Orientation, Motion	Canvas	adidas.co.uk	1	0.0001
timberland.co.uk	Orientation, Motion	Canvas	timberland.co.uk	1	0.0
humana.com	Orientation, Motion	Canvas	humana.com	1	0.0
adidas.es	Orientation, Motion	Canvas	adidas.es	1	0.0
doradcasmaku.pl	Orientation		doradcasmaku.pl	1	0.0
kentucky.com	Orientation		kentucky.com	1	0.0
usaa.com	Orientation, Motion	Canvas	usaa.com	1	0.0009
adidas.pl	Orientation, Motion	Canvas	adidas.pl	1	0.0
hollisterco.com	Orientation, Motion	Canvas	hollisterco.com	1	0.0001
aa.com	Orientation	Canvas, Canvas font	americanairlines.com	1	0.0
vivastreet.co.uk	Orientation, Light, Motion		vivastreet.co.uk	1	0.0001
patagonia.com	Orientation, Motion	Canvas	patagonia.com	1	0.0001
autoscout24.com	Orientation		autoscout24.com	1	0.0
ukranews.com	Orientation		ukranews.com	1	0.0
footlocker.ca	Orientation, Motion	Canvas	footlocker.ca	1	0.0
bitlead.pro	Orientation		bitlead.pro	1	0.0
ntv.com.tr	Orientation		ntv.com.tr	1	0.0003
thenorthface.com	Orientation, Motion	Canvas	thenorthface.com	1	0.0001
locari.jp	Orientation		locari.jp	1	0.0
hu.nl	Orientation		hu.nl	1	0.0
jianduankm.com	Orientation		wsm.cn	1	0.0
finnair.com	Orientation, Motion	Canvas	finnair.com	1	0.0001
zhizhub.com	Orientation		zhizhub.com	1	0.0
salon.com	Orientation, Motion		salon.com	1	0.0001
wizzair.com	Orientation, Motion	Canvas	wizzair.com	1	0.0002
