9	taobao.com	Orientation	alicdn.com
12	tmall.com	Orientation	alicdn.com
25	login.tmall.com	Orientation	alicdn.com
44	alipay.com	Orientation	alipayobjects.com
51	pages.tmall.com	Orientation	alicdn.com
67	tribunnews.com	Motion	serving-sys.com
93	detail.tmall.com	Orientation	alicdn.com
100	cnn.com	Motion, Orientation	yieldmo.com, cnn.io
125	1688.com	Orientation	alicdn.com
168	cnet.com	Orientation	lightboxcdn.com
177	alibaba.com	Orientation	alicdn.com
187	youm7.com	Motion	doubleverify.com
211	aliyun.com	Orientation	alicdn.com
237	foxnews.com	Orientation	yieldmo.com, fncstatic.com
247	zillow.com	Motion	perimeterx.net
270	wellsfargo.com	Orientation	wellsfargo.com
287	gfycat.com	Orientation	gfycat.com
303	gamespot.com	Orientation	yieldmo.com, gamespot.com
329	ign.com	Motion	doubleverify.com
368	list.tmall.com	Orientation	alicdn.com
376	udemy.com	Motion	perimeterx.net
382	homedepot.com	Motion, Orientation	answerscloud.com, homedepot.com
393	asos.com	Motion, Orientation	asos.com
395	fedex.com	Motion, Orientation	fedex.com
424	bloomberg.com	Motion	perimeterx.net
427	mmoframes.com	Orientation	mmoframes.com
439	capitalone.com	Motion, Orientation	capitalone.com
461	target.com	Orientation	targetimg1.com
475	nike.com	Motion, Orientation	nike.com
498	reuters.com	Motion, Light, Proximity, Orientation	b2c.com
541	fiverr.com	Motion	fiverr.com
567	citi.com	Orientation	citi.com
570	tamilrockers.li	Motion, Orientation	adsco.re
577	yao.tmall.com	Orientation	alicdn.com
578	filehippo.com	Motion	doubleverify.com
631	grid.id	Motion	serving-sys.com
642	fidelity.com	Motion, Orientation	fidelity.com
649	hotels.com	Motion, Orientation	hotels.com
665	yenisafak.com	Motion	serving-sys.com
668	groupon.com	Motion, Orientation	groupon.com
675	upwork.com	Motion	upwork.com, perimeterx.net
688	ticketmaster.com	Motion, Orientation	ticketmaster.com, doubleverify.com
719	npr.org	Motion	npr.org
739	thehill.com	Orientation	lightboxcdn.com
774	cnzz.com	Orientation	alicdn.com
782	vesti.ru	Orientation	probtn.com
785	lowes.com	Motion, Orientation	lowes.com
802	time.com	Orientation	yieldmo.com, time.com
819	3c.tmall.com	Orientation	alicdn.com
820	chron.com	Orientation	yieldmo.com
841	knowyourmeme.com	Light, Proximity	b2c.com
862	discover.com	Orientation	discover.com
875	kissasian.ch	Motion	doubleverify.com
908	factaholics.com	Motion	serving-sys.com
917	nordstrom.com	Motion, Orientation	nordstrom.com
933	hotnewhiphop.com	Motion	doubleverify.com
967	delta.com	Motion, Orientation	delta.com
970	macys.com	Orientation	go-mpulse.net, answerscloud.com
971	thesun.co.uk	Motion	doubleverify.com
982	kayak.com	Motion	kayak.com
1029	lazada.co.th	Orientation	alicdn.com
1030	trulia.com	Motion	perimeterx.net
1038	subject.tmall.com	Orientation	alicdn.com
1059	food.tmall.com	Orientation	alicdn.com
1060	uniqlo.tmall.com	Orientation	alicdn.com
1123	cbssports.com	Orientation	yieldmo.com, cbssports.com
1129	usaa.com	Motion, Orientation	usaa.com
1136	wayfair.com	Motion	wayfair.com
1142	lazada.com.my	Orientation	alicdn.com
1148	latimes.com	Orientation	yieldmo.com
1173	avclub.com	Orientation	lightboxcdn.com
1189	wetteronline.de	Orientation	wetteronline.de
1195	united.com	Motion, Orientation	united.com
1200	lazada.com.ph	Orientation	alicdn.com
1214	gotomeeting.com	Motion, Light, Proximity, Orientation	logmeininc.com, b2c.com
1216	allrecipes.com	Motion, Light, Proximity, Orientation	b2c.com, media-allrecipes.com, allrecipes.com
1219	thedailybeast.com	Motion	doubleverify.com
1229	lazada.co.id	Orientation	alicdn.com
1254	nvzhuang.tmall.com	Orientation	alicdn.com
1259	01net.com	Motion	doubleverify.com
1265	usbank.com	Orientation	usbank.com
1268	err.tmall.com	Orientation	alicdn.com
1273	nianhuo.tmall.com	Orientation	alicdn.com
1350	everydayhealth.com.tw	Motion	serving-sys.com
1353	spanishdict.com	Motion	doubleverify.com
1360	marriott.com	Motion, Orientation	marriott.com
1408	schwab.com	Motion, Orientation	schwab.com
1411	variety.com	Motion	doubleverify.com
1418	wired.com	Motion, Light, Proximity, Orientation	adsafeprotected.com, doubleverify.com
1439	gap.tmall.com	Orientation	alicdn.com
1454	myntra.com	Motion, Orientation	myntra.com
1461	metacritic.com	Motion	doubleverify.com
1471	sfgate.com	Orientation	yieldmo.com
1472	gotowebinar.com	Motion	logmeininc.com
1494	mashable.com	Orientation	lightboxcdn.com
1511	t-mobile.com	Orientation	foresee.com
1518	abcnews.go.com	Orientation	yieldmo.com, abcnews.com
1535	kohls.com	Motion, Orientation	kohls.com
1563	docin.com	Orientation	docin.com
1573	priceline.com	Motion	priceline.com
1584	nbcsports.com	Orientation	lightboxcdn.com
1608	seekingalpha.com	Motion	seekingalpha.com
1629	crabsecret.tmall.com	Orientation	alicdn.com
1634	mail.com	Motion	doubleverify.com
1650	nation.co.ke	Orientation	probtn.com
1657	androidcentral.com	Orientation	lightboxcdn.com
1661	neiyi.tmall.com	Orientation	alicdn.com
1741	lavanguardia.com	Motion	doubleverify.com
1776	urbanoutfitters.com	Motion, Orientation	go-mpulse.net, urbanoutfitters.com
1779	lazada.vn	Orientation	alicdn.com
1806	worldfree4u.club	Motion, Orientation	adsco.re
1808	spao.tmall.com	Orientation	alicdn.com
1812	chicagotribune.com	Motion	doubleverify.com
1822	tudou.com	Orientation	alicdn.com
1872	miao.tmall.com	Orientation	alicdn.com
1878	vogue.com	Motion	perimeterx.net
1881	windowscentral.com	Orientation	lightboxcdn.com
1893	alimama.com	Orientation	alicdn.com
1914	rei.com	Motion, Orientation	rei.com
1947	tuko.co.ke	Orientation	probtn.com, go-mpulse.net
1951	thepiratebay3.org	Motion, Orientation	adsco.re
1973	aimer.tmall.com	Orientation	alicdn.com
1975	stubhub.com	Motion, Orientation	stubhub.com
2027	serviporno.com	Orientation	porn300.com
2042	snopes.com	Motion, Light, Proximity, Orientation	b2c.com
2060	lee.tmall.com	Orientation	alicdn.com
2064	cracked.com	Motion	serving-sys.com
2109	porn300.com	Orientation	hulaporn.com
2112	entrepreneur.com	Motion	doubleverify.com
2161	straitstimes.com	Motion	serving-sys.com
2212	elnuevodiario.com.ni	Motion	doubleverify.com
2218	qatarairways.com	Orientation	qatarairways.com
2262	staples.com	Motion, Orientation	staples.com
2295	autoscout24.de	Orientation	autoscout24.de
2345	youku.com	Orientation	alicdn.com
2361	emirates.com	Motion, Orientation	emirates.com
2370	bedbathandbeyond.com	Motion, Orientation	go-mpulse.net, bedbathandbeyond.com
2379	overstock.com	Motion, Orientation	overstock.com
2425	nike.tmall.com	Orientation	alicdn.com
2428	bolly4u.trade	Motion, Orientation	adsco.re
2471	adidas.com	Motion, Orientation	adidas.com
2472	techrepublic.com	Motion, Orientation	lightboxcdn.com, doubleverify.com
2481	rockpapershotgun.com	Motion	serving-sys.com
2491	amd.com	Orientation	foresee.com
2497	skidrowreloaded.com	Motion, Orientation	adsco.re
2509	idealista.com	Motion	idealista.com
2531	esquire.com	Motion	serving-sys.com
2546	pgatour.com	Orientation	yieldmo.com, pgatour.com
2549	ihg.com	Motion, Orientation	ihg.com
2556	scmp.com	Orientation	alicdn.com
2562	easyjet.com	Motion, Orientation	easyjet.com
2567	xiami.com	Orientation	alicdn.com
2572	jcpenney.com	Motion, Orientation	jcpenney.com
2573	blackdoctor.org	Motion	doubleverify.com
2606	grubhub.com	Motion	grubhub.com, perimeterx.net
2630	diariolibre.com	Motion	serving-sys.com
2638	uscis.gov	Orientation	answerscloud.com
2702	elsalvador.com	Motion	serving-sys.com
2710	threegun.tmall.com	Orientation	alicdn.com
2718	xm.com	Motion, Orientation	xm.com
2744	gucn.tmall.com	Orientation	alicdn.com
2764	navyfederal.org	Motion, Orientation	navyfederal.org
2808	tamilmv.vin	Motion, Orientation	adsco.re
2811	msnbc.com	Motion	doubleverify.com
2819	zdnet.com	Motion	doubleverify.com
2830	alwakeelnews.com	Motion	admixer.net
2831	qiannaimei.tmall.com	Orientation	alicdn.com
2888	car.tmall.com	Orientation	alicdn.com
2893	soccerway.com	Motion	doubleverify.com
2899	dickies.tmall.com	Orientation	alicdn.com
2916	jia.tmall.com	Orientation	alicdn.com
2933	content.tmall.com	Orientation	alicdn.com
2944	iheart.com	Motion, Light, Proximity, Orientation	b2c.com
2950	umeng.com	Orientation	alicdn.com
2952	cbslocal.com	Motion, Light, Proximity, Orientation	sparkflow.net, ajax.googleapis.com, adsafeprotected.com
2959	androidauthority.com	Motion, Orientation	androidauthority.com, ajax.googleapis.com, sparkflow.net
2964	beinsports.com	Motion	doubleverify.com
2974	dai.tmall.com	Orientation	alicdn.com
2982	directv.com	Orientation	directv.com
2998	aranzulla.it	Motion	serving-sys.com
